,settlementDate,settlementPeriod,startTime
56951,2024-07-02,48,2024-07-02T22:30:00Z
56950,2024-07-03,1,2024-07-02T23:00:00Z
56949,2024-07-03,2,2024-07-02T23:30:00Z
56948,2024-07-03,3,2024-07-03T00:00:00Z
57404,2024-07-03,3,2024-07-03T00:00:00Z
57403,2024-07-03,4,2024-07-03T00:30:00Z
57402,2024-07-03,5,2024-07-03T01:00:00Z
57401,2024-07-03,6,2024-07-03T01:30:00Z
57400,2024-07-03,7,2024-07-03T02:00:00Z
57399,2024-07-03,8,2024-07-03T02:30:00Z
57398,2024-07-03,9,2024-07-03T03:00:00Z
57397,2024-07-03,10,2024-07-03T03:30:00Z
57396,2024-07-03,11,2024-07-03T04:00:00Z
57395,2024-07-03,12,2024-07-03T04:30:00Z
57394,2024-07-03,13,2024-07-03T05:00:00Z
57393,2024-07-03,14,2024-07-03T05:30:00Z
57392,2024-07-03,33,2024-07-03T15:00:00Z
57391,2024-07-03,34,2024-07-03T15:30:00Z
57390,2024-07-03,35,2024-07-03T16:00:00Z
57389,2024-07-03,36,2024-07-03T16:30:00Z
57388,2024-07-03,37,2024-07-03T17:00:00Z
57387,2024-07-03,38,2024-07-03T17:30:00Z
57386,2024-07-03,39,2024-07-03T18:00:00Z
57385,2024-07-03,40,2024-07-03T18:30:00Z
57384,2024-07-03,41,2024-07-03T19:00:00Z
57383,2024-07-03,42,2024-07-03T19:30:00Z
57382,2024-07-03,45,2024-07-03T21:00:00Z
57381,2024-07-03,47,2024-07-03T22:00:00Z
57380,2024-07-03,48,2024-07-03T22:30:00Z
57379,2024-07-04,1,2024-07-03T23:00:00Z
57378,2024-07-04,2,2024-07-03T23:30:00Z
57377,2024-07-04,3,2024-07-04T00:00:00Z
57376,2024-07-04,4,2024-07-04T00:30:00Z
57375,2024-07-04,5,2024-07-04T01:00:00Z
57374,2024-07-04,6,2024-07-04T01:30:00Z
57373,2024-07-04,7,2024-07-04T02:00:00Z
57372,2024-07-04,8,2024-07-04T02:30:00Z
57371,2024-07-04,9,2024-07-04T03:00:00Z
57370,2024-07-04,10,2024-07-04T03:30:00Z
57369,2024-07-04,11,2024-07-04T04:00:00Z
57368,2024-07-04,12,2024-07-04T04:30:00Z
57367,2024-07-04,13,2024-07-04T05:00:00Z
57366,2024-07-04,14,2024-07-04T05:30:00Z
57365,2024-07-04,24,2024-07-04T10:30:00Z
57364,2024-07-04,25,2024-07-04T11:00:00Z
57363,2024-07-04,26,2024-07-04T11:30:00Z
57362,2024-07-04,30,2024-07-04T13:30:00Z
57361,2024-07-04,31,2024-07-04T14:00:00Z
57360,2024-07-04,32,2024-07-04T14:30:00Z
57359,2024-07-04,33,2024-07-04T15:00:00Z
57358,2024-07-04,34,2024-07-04T15:30:00Z
57357,2024-07-04,35,2024-07-04T16:00:00Z
57356,2024-07-04,36,2024-07-04T16:30:00Z
57355,2024-07-04,37,2024-07-04T17:00:00Z
57354,2024-07-04,38,2024-07-04T17:30:00Z
57353,2024-07-04,39,2024-07-04T18:00:00Z
57352,2024-07-04,40,2024-07-04T18:30:00Z
57351,2024-07-04,41,2024-07-04T19:00:00Z
57350,2024-07-04,42,2024-07-04T19:30:00Z
57349,2024-07-04,43,2024-07-04T20:00:00Z
57348,2024-07-04,44,2024-07-04T20:30:00Z
57347,2024-07-04,45,2024-07-04T21:00:00Z
57346,2024-07-04,46,2024-07-04T21:30:00Z
57345,2024-07-04,47,2024-07-04T22:00:00Z
57344,2024-07-04,48,2024-07-04T22:30:00Z
57343,2024-07-05,1,2024-07-04T23:00:00Z
57342,2024-07-05,2,2024-07-04T23:30:00Z
57341,2024-07-05,3,2024-07-05T00:00:00Z
57340,2024-07-05,4,2024-07-05T00:30:00Z
57339,2024-07-05,5,2024-07-05T01:00:00Z
57338,2024-07-05,6,2024-07-05T01:30:00Z
57337,2024-07-05,7,2024-07-05T02:00:00Z
57336,2024-07-05,8,2024-07-05T02:30:00Z
57335,2024-07-05,9,2024-07-05T03:00:00Z
57334,2024-07-05,10,2024-07-05T03:30:00Z
57333,2024-07-05,11,2024-07-05T04:00:00Z
57332,2024-07-05,12,2024-07-05T04:30:00Z
57331,2024-07-05,13,2024-07-05T05:00:00Z
57330,2024-07-05,14,2024-07-05T05:30:00Z
57329,2024-07-05,15,2024-07-05T06:00:00Z
57328,2024-07-05,30,2024-07-05T13:30:00Z
57327,2024-07-05,31,2024-07-05T14:00:00Z
57326,2024-07-05,32,2024-07-05T14:30:00Z
57325,2024-07-05,33,2024-07-05T15:00:00Z
57324,2024-07-05,34,2024-07-05T15:30:00Z
57323,2024-07-05,35,2024-07-05T16:00:00Z
57322,2024-07-05,36,2024-07-05T16:30:00Z
57321,2024-07-05,37,2024-07-05T17:00:00Z
57320,2024-07-05,38,2024-07-05T17:30:00Z
57319,2024-07-05,39,2024-07-05T18:00:00Z
57318,2024-07-05,40,2024-07-05T18:30:00Z
57317,2024-07-05,41,2024-07-05T19:00:00Z
57316,2024-07-05,42,2024-07-05T19:30:00Z
57315,2024-07-05,43,2024-07-05T20:00:00Z
57314,2024-07-05,44,2024-07-05T20:30:00Z
57313,2024-07-05,45,2024-07-05T21:00:00Z
57312,2024-07-05,46,2024-07-05T21:30:00Z
57311,2024-07-06,1,2024-07-05T23:00:00Z
57310,2024-07-06,2,2024-07-05T23:30:00Z
57309,2024-07-06,3,2024-07-06T00:00:00Z
57308,2024-07-06,4,2024-07-06T00:30:00Z
57307,2024-07-06,5,2024-07-06T01:00:00Z
57306,2024-07-06,6,2024-07-06T01:30:00Z
57305,2024-07-06,7,2024-07-06T02:00:00Z
57304,2024-07-06,8,2024-07-06T02:30:00Z
57303,2024-07-06,9,2024-07-06T03:00:00Z
57302,2024-07-06,10,2024-07-06T03:30:00Z
57301,2024-07-06,11,2024-07-06T04:00:00Z
57300,2024-07-06,12,2024-07-06T04:30:00Z
57299,2024-07-06,13,2024-07-06T05:00:00Z
57298,2024-07-06,14,2024-07-06T05:30:00Z
57297,2024-07-06,15,2024-07-06T06:00:00Z
57296,2024-07-06,16,2024-07-06T06:30:00Z
57295,2024-07-06,17,2024-07-06T07:00:00Z
57294,2024-07-06,18,2024-07-06T07:30:00Z
57293,2024-07-06,19,2024-07-06T08:00:00Z
57292,2024-07-06,20,2024-07-06T08:30:00Z
57291,2024-07-06,21,2024-07-06T09:00:00Z
57290,2024-07-06,22,2024-07-06T09:30:00Z
57289,2024-07-06,23,2024-07-06T10:00:00Z
57288,2024-07-06,24,2024-07-06T10:30:00Z
57287,2024-07-06,25,2024-07-06T11:00:00Z
57286,2024-07-06,26,2024-07-06T11:30:00Z
57285,2024-07-06,27,2024-07-06T12:00:00Z
57284,2024-07-06,28,2024-07-06T12:30:00Z
57283,2024-07-06,29,2024-07-06T13:00:00Z
57282,2024-07-06,30,2024-07-06T13:30:00Z
57281,2024-07-06,31,2024-07-06T14:00:00Z
57280,2024-07-06,32,2024-07-06T14:30:00Z
57279,2024-07-06,33,2024-07-06T15:00:00Z
57278,2024-07-06,34,2024-07-06T15:30:00Z
57277,2024-07-06,35,2024-07-06T16:00:00Z
57276,2024-07-06,36,2024-07-06T16:30:00Z
57275,2024-07-06,38,2024-07-06T17:30:00Z
57274,2024-07-06,39,2024-07-06T18:00:00Z
57273,2024-07-06,40,2024-07-06T18:30:00Z
57272,2024-07-06,45,2024-07-06T21:00:00Z
57271,2024-07-06,46,2024-07-06T21:30:00Z
57270,2024-07-06,47,2024-07-06T22:00:00Z
57269,2024-07-06,48,2024-07-06T22:30:00Z
57268,2024-07-07,1,2024-07-06T23:00:00Z
57267,2024-07-07,2,2024-07-06T23:30:00Z
57266,2024-07-07,3,2024-07-07T00:00:00Z
57265,2024-07-07,4,2024-07-07T00:30:00Z
57264,2024-07-07,5,2024-07-07T01:00:00Z
57263,2024-07-07,6,2024-07-07T01:30:00Z
57262,2024-07-07,7,2024-07-07T02:00:00Z
57261,2024-07-07,8,2024-07-07T02:30:00Z
57260,2024-07-07,9,2024-07-07T03:00:00Z
57259,2024-07-07,10,2024-07-07T03:30:00Z
57258,2024-07-07,11,2024-07-07T04:00:00Z
57257,2024-07-07,12,2024-07-07T04:30:00Z
57256,2024-07-07,13,2024-07-07T05:00:00Z
57255,2024-07-07,14,2024-07-07T05:30:00Z
57254,2024-07-07,15,2024-07-07T06:00:00Z
57253,2024-07-07,16,2024-07-07T06:30:00Z
57252,2024-07-07,17,2024-07-07T07:00:00Z
57251,2024-07-07,18,2024-07-07T07:30:00Z
57250,2024-07-07,40,2024-07-07T18:30:00Z
57249,2024-07-07,41,2024-07-07T19:00:00Z
57248,2024-07-07,42,2024-07-07T19:30:00Z
57247,2024-07-07,43,2024-07-07T20:00:00Z
57246,2024-07-07,44,2024-07-07T20:30:00Z
57245,2024-07-07,46,2024-07-07T21:30:00Z
57244,2024-07-07,47,2024-07-07T22:00:00Z
57243,2024-07-08,1,2024-07-07T23:00:00Z
57242,2024-07-08,10,2024-07-08T03:30:00Z
57241,2024-07-08,13,2024-07-08T05:00:00Z
57240,2024-07-08,15,2024-07-08T06:00:00Z
57239,2024-07-08,16,2024-07-08T06:30:00Z
57238,2024-07-08,17,2024-07-08T07:00:00Z
57237,2024-07-08,43,2024-07-08T20:00:00Z
57236,2024-07-08,44,2024-07-08T20:30:00Z
57235,2024-07-08,45,2024-07-08T21:00:00Z
57234,2024-07-08,46,2024-07-08T21:30:00Z
57233,2024-07-08,47,2024-07-08T22:00:00Z
57232,2024-07-08,48,2024-07-08T22:30:00Z
57231,2024-07-09,1,2024-07-08T23:00:00Z
57230,2024-07-09,2,2024-07-08T23:30:00Z
57229,2024-07-09,3,2024-07-09T00:00:00Z
57228,2024-07-09,4,2024-07-09T00:30:00Z
57227,2024-07-09,5,2024-07-09T01:00:00Z
57226,2024-07-09,6,2024-07-09T01:30:00Z
57225,2024-07-09,7,2024-07-09T02:00:00Z
57224,2024-07-09,8,2024-07-09T02:30:00Z
57223,2024-07-09,9,2024-07-09T03:00:00Z
57222,2024-07-09,10,2024-07-09T03:30:00Z
57221,2024-07-09,11,2024-07-09T04:00:00Z
57220,2024-07-09,12,2024-07-09T04:30:00Z
57219,2024-07-09,13,2024-07-09T05:00:00Z
57218,2024-07-09,14,2024-07-09T05:30:00Z
57217,2024-07-09,15,2024-07-09T06:00:00Z
57216,2024-07-09,19,2024-07-09T08:00:00Z
57215,2024-07-09,20,2024-07-09T08:30:00Z
57214,2024-07-09,21,2024-07-09T09:00:00Z
57213,2024-07-09,22,2024-07-09T09:30:00Z
57212,2024-07-09,23,2024-07-09T10:00:00Z
57211,2024-07-09,24,2024-07-09T10:30:00Z
57210,2024-07-09,25,2024-07-09T11:00:00Z
57209,2024-07-09,26,2024-07-09T11:30:00Z
57208,2024-07-09,27,2024-07-09T12:00:00Z
57207,2024-07-09,28,2024-07-09T12:30:00Z
57206,2024-07-09,29,2024-07-09T13:00:00Z
57205,2024-07-09,30,2024-07-09T13:30:00Z
57204,2024-07-09,31,2024-07-09T14:00:00Z
57203,2024-07-09,32,2024-07-09T14:30:00Z
57202,2024-07-09,33,2024-07-09T15:00:00Z
57201,2024-07-09,34,2024-07-09T15:30:00Z
57200,2024-07-09,35,2024-07-09T16:00:00Z
57199,2024-07-09,36,2024-07-09T16:30:00Z
57198,2024-07-09,39,2024-07-09T18:00:00Z
57197,2024-07-09,40,2024-07-09T18:30:00Z
57196,2024-07-09,43,2024-07-09T20:00:00Z
57195,2024-07-09,44,2024-07-09T20:30:00Z
57194,2024-07-09,45,2024-07-09T21:00:00Z
57193,2024-07-09,46,2024-07-09T21:30:00Z
57192,2024-07-09,47,2024-07-09T22:00:00Z
57191,2024-07-09,48,2024-07-09T22:30:00Z
57190,2024-07-10,1,2024-07-09T23:00:00Z
57189,2024-07-10,2,2024-07-09T23:30:00Z
57623,2024-07-10,3,2024-07-10T00:00:00Z
57188,2024-07-10,3,2024-07-10T00:00:00Z
57622,2024-07-10,4,2024-07-10T00:30:00Z
57621,2024-07-10,5,2024-07-10T01:00:00Z
57620,2024-07-10,6,2024-07-10T01:30:00Z
57619,2024-07-10,7,2024-07-10T02:00:00Z
57618,2024-07-10,8,2024-07-10T02:30:00Z
57617,2024-07-10,9,2024-07-10T03:00:00Z
57616,2024-07-10,10,2024-07-10T03:30:00Z
57615,2024-07-10,11,2024-07-10T04:00:00Z
57614,2024-07-10,12,2024-07-10T04:30:00Z
57613,2024-07-10,13,2024-07-10T05:00:00Z
57612,2024-07-10,14,2024-07-10T05:30:00Z
57611,2024-07-10,15,2024-07-10T06:00:00Z
57610,2024-07-10,16,2024-07-10T06:30:00Z
57609,2024-07-10,17,2024-07-10T07:00:00Z
57608,2024-07-10,18,2024-07-10T07:30:00Z
57607,2024-07-10,19,2024-07-10T08:00:00Z
57606,2024-07-10,20,2024-07-10T08:30:00Z
57605,2024-07-10,21,2024-07-10T09:00:00Z
57604,2024-07-10,22,2024-07-10T09:30:00Z
57603,2024-07-10,23,2024-07-10T10:00:00Z
57602,2024-07-10,24,2024-07-10T10:30:00Z
57601,2024-07-10,25,2024-07-10T11:00:00Z
57600,2024-07-10,26,2024-07-10T11:30:00Z
57599,2024-07-10,27,2024-07-10T12:00:00Z
57598,2024-07-10,28,2024-07-10T12:30:00Z
57597,2024-07-10,29,2024-07-10T13:00:00Z
57596,2024-07-10,30,2024-07-10T13:30:00Z
57595,2024-07-10,31,2024-07-10T14:00:00Z
57594,2024-07-10,32,2024-07-10T14:30:00Z
57593,2024-07-10,33,2024-07-10T15:00:00Z
57592,2024-07-10,34,2024-07-10T15:30:00Z
57591,2024-07-10,35,2024-07-10T16:00:00Z
57590,2024-07-10,36,2024-07-10T16:30:00Z
57589,2024-07-10,37,2024-07-10T17:00:00Z
57588,2024-07-10,38,2024-07-10T17:30:00Z
57587,2024-07-10,39,2024-07-10T18:00:00Z
57586,2024-07-10,40,2024-07-10T18:30:00Z
57585,2024-07-10,41,2024-07-10T19:00:00Z
57584,2024-07-10,42,2024-07-10T19:30:00Z
57583,2024-07-10,43,2024-07-10T20:00:00Z
57582,2024-07-10,44,2024-07-10T20:30:00Z
57581,2024-07-10,46,2024-07-10T21:30:00Z
57580,2024-07-10,47,2024-07-10T22:00:00Z
57579,2024-07-10,48,2024-07-10T22:30:00Z
57578,2024-07-11,1,2024-07-10T23:00:00Z
57577,2024-07-11,2,2024-07-10T23:30:00Z
57576,2024-07-11,3,2024-07-11T00:00:00Z
57575,2024-07-11,4,2024-07-11T00:30:00Z
57574,2024-07-11,5,2024-07-11T01:00:00Z
57573,2024-07-11,6,2024-07-11T01:30:00Z
57572,2024-07-11,7,2024-07-11T02:00:00Z
57571,2024-07-11,8,2024-07-11T02:30:00Z
57570,2024-07-11,9,2024-07-11T03:00:00Z
57569,2024-07-11,10,2024-07-11T03:30:00Z
57568,2024-07-11,11,2024-07-11T04:00:00Z
57567,2024-07-11,12,2024-07-11T04:30:00Z
57566,2024-07-11,13,2024-07-11T05:00:00Z
57565,2024-07-11,14,2024-07-11T05:30:00Z
57564,2024-07-11,15,2024-07-11T06:00:00Z
57563,2024-07-11,16,2024-07-11T06:30:00Z
57562,2024-07-11,17,2024-07-11T07:00:00Z
57561,2024-07-11,18,2024-07-11T07:30:00Z
57560,2024-07-11,19,2024-07-11T08:00:00Z
57559,2024-07-11,20,2024-07-11T08:30:00Z
57558,2024-07-11,21,2024-07-11T09:00:00Z
57557,2024-07-11,22,2024-07-11T09:30:00Z
57556,2024-07-11,23,2024-07-11T10:00:00Z
57555,2024-07-11,24,2024-07-11T10:30:00Z
57554,2024-07-11,25,2024-07-11T11:00:00Z
57553,2024-07-11,26,2024-07-11T11:30:00Z
57552,2024-07-11,27,2024-07-11T12:00:00Z
57551,2024-07-11,28,2024-07-11T12:30:00Z
57550,2024-07-11,32,2024-07-11T14:30:00Z
57549,2024-07-11,33,2024-07-11T15:00:00Z
57548,2024-07-11,35,2024-07-11T16:00:00Z
57547,2024-07-11,36,2024-07-11T16:30:00Z
57546,2024-07-11,37,2024-07-11T17:00:00Z
57545,2024-07-11,38,2024-07-11T17:30:00Z
57544,2024-07-11,39,2024-07-11T18:00:00Z
57543,2024-07-11,40,2024-07-11T18:30:00Z
57542,2024-07-11,41,2024-07-11T19:00:00Z
57541,2024-07-11,45,2024-07-11T21:00:00Z
57540,2024-07-11,46,2024-07-11T21:30:00Z
57539,2024-07-11,47,2024-07-11T22:00:00Z
57538,2024-07-11,48,2024-07-11T22:30:00Z
57537,2024-07-12,1,2024-07-11T23:00:00Z
57536,2024-07-12,14,2024-07-12T05:30:00Z
57535,2024-07-12,15,2024-07-12T06:00:00Z
57534,2024-07-12,16,2024-07-12T06:30:00Z
57533,2024-07-12,17,2024-07-12T07:00:00Z
57532,2024-07-12,18,2024-07-12T07:30:00Z
57531,2024-07-12,19,2024-07-12T08:00:00Z
57530,2024-07-12,38,2024-07-12T17:30:00Z
57529,2024-07-12,39,2024-07-12T18:00:00Z
57528,2024-07-12,46,2024-07-12T21:30:00Z
57527,2024-07-12,47,2024-07-12T22:00:00Z
57526,2024-07-12,48,2024-07-12T22:30:00Z
57525,2024-07-13,1,2024-07-12T23:00:00Z
57524,2024-07-13,2,2024-07-12T23:30:00Z
57523,2024-07-13,3,2024-07-13T00:00:00Z
57522,2024-07-13,4,2024-07-13T00:30:00Z
57521,2024-07-13,5,2024-07-13T01:00:00Z
57520,2024-07-13,6,2024-07-13T01:30:00Z
57519,2024-07-13,7,2024-07-13T02:00:00Z
57518,2024-07-13,8,2024-07-13T02:30:00Z
57517,2024-07-13,9,2024-07-13T03:00:00Z
57516,2024-07-13,10,2024-07-13T03:30:00Z
57515,2024-07-13,11,2024-07-13T04:00:00Z
57514,2024-07-13,12,2024-07-13T04:30:00Z
57513,2024-07-13,13,2024-07-13T05:00:00Z
57512,2024-07-13,14,2024-07-13T05:30:00Z
57511,2024-07-13,15,2024-07-13T06:00:00Z
57510,2024-07-13,16,2024-07-13T06:30:00Z
57509,2024-07-13,17,2024-07-13T07:00:00Z
57508,2024-07-13,18,2024-07-13T07:30:00Z
57507,2024-07-13,22,2024-07-13T09:30:00Z
57506,2024-07-13,23,2024-07-13T10:00:00Z
57505,2024-07-13,31,2024-07-13T14:00:00Z
57504,2024-07-13,32,2024-07-13T14:30:00Z
57503,2024-07-13,33,2024-07-13T15:00:00Z
57502,2024-07-13,43,2024-07-13T20:00:00Z
57501,2024-07-13,45,2024-07-13T21:00:00Z
57500,2024-07-13,46,2024-07-13T21:30:00Z
57499,2024-07-13,47,2024-07-13T22:00:00Z
57498,2024-07-13,48,2024-07-13T22:30:00Z
57497,2024-07-14,1,2024-07-13T23:00:00Z
57496,2024-07-14,2,2024-07-13T23:30:00Z
57495,2024-07-14,3,2024-07-14T00:00:00Z
57494,2024-07-14,4,2024-07-14T00:30:00Z
57493,2024-07-14,5,2024-07-14T01:00:00Z
57492,2024-07-14,6,2024-07-14T01:30:00Z
57491,2024-07-14,7,2024-07-14T02:00:00Z
57490,2024-07-14,8,2024-07-14T02:30:00Z
57489,2024-07-14,9,2024-07-14T03:00:00Z
57488,2024-07-14,10,2024-07-14T03:30:00Z
57487,2024-07-14,11,2024-07-14T04:00:00Z
57486,2024-07-14,12,2024-07-14T04:30:00Z
57485,2024-07-14,13,2024-07-14T05:00:00Z
57484,2024-07-14,14,2024-07-14T05:30:00Z
57483,2024-07-14,15,2024-07-14T06:00:00Z
57482,2024-07-14,16,2024-07-14T06:30:00Z
57481,2024-07-14,47,2024-07-14T22:00:00Z
57480,2024-07-14,48,2024-07-14T22:30:00Z
57479,2024-07-15,1,2024-07-14T23:00:00Z
57478,2024-07-15,2,2024-07-14T23:30:00Z
57477,2024-07-15,3,2024-07-15T00:00:00Z
57476,2024-07-15,4,2024-07-15T00:30:00Z
57475,2024-07-15,5,2024-07-15T01:00:00Z
57474,2024-07-15,6,2024-07-15T01:30:00Z
57473,2024-07-15,7,2024-07-15T02:00:00Z
57472,2024-07-15,8,2024-07-15T02:30:00Z
57471,2024-07-15,9,2024-07-15T03:00:00Z
57470,2024-07-15,10,2024-07-15T03:30:00Z
57469,2024-07-15,11,2024-07-15T04:00:00Z
57468,2024-07-15,12,2024-07-15T04:30:00Z
57467,2024-07-15,13,2024-07-15T05:00:00Z
57466,2024-07-15,16,2024-07-15T06:30:00Z
57465,2024-07-15,17,2024-07-15T07:00:00Z
57464,2024-07-15,20,2024-07-15T08:30:00Z
57463,2024-07-15,21,2024-07-15T09:00:00Z
57462,2024-07-15,22,2024-07-15T09:30:00Z
57461,2024-07-15,26,2024-07-15T11:30:00Z
57460,2024-07-15,27,2024-07-15T12:00:00Z
57459,2024-07-15,31,2024-07-15T14:00:00Z
57458,2024-07-15,35,2024-07-15T16:00:00Z
57457,2024-07-15,36,2024-07-15T16:30:00Z
57456,2024-07-15,37,2024-07-15T17:00:00Z
57455,2024-07-15,38,2024-07-15T17:30:00Z
57454,2024-07-15,39,2024-07-15T18:00:00Z
57453,2024-07-15,40,2024-07-15T18:30:00Z
57452,2024-07-15,41,2024-07-15T19:00:00Z
57451,2024-07-15,45,2024-07-15T21:00:00Z
57450,2024-07-15,46,2024-07-15T21:30:00Z
57449,2024-07-15,47,2024-07-15T22:00:00Z
57448,2024-07-15,48,2024-07-15T22:30:00Z
57447,2024-07-16,1,2024-07-15T23:00:00Z
57446,2024-07-16,2,2024-07-15T23:30:00Z
57445,2024-07-16,3,2024-07-16T00:00:00Z
57444,2024-07-16,4,2024-07-16T00:30:00Z
57443,2024-07-16,5,2024-07-16T01:00:00Z
57442,2024-07-16,6,2024-07-16T01:30:00Z
57441,2024-07-16,7,2024-07-16T02:00:00Z
57440,2024-07-16,8,2024-07-16T02:30:00Z
57439,2024-07-16,9,2024-07-16T03:00:00Z
57438,2024-07-16,10,2024-07-16T03:30:00Z
57437,2024-07-16,11,2024-07-16T04:00:00Z
57436,2024-07-16,12,2024-07-16T04:30:00Z
57435,2024-07-16,13,2024-07-16T05:00:00Z
57434,2024-07-16,14,2024-07-16T05:30:00Z
57433,2024-07-16,15,2024-07-16T06:00:00Z
57432,2024-07-16,16,2024-07-16T06:30:00Z
57431,2024-07-16,17,2024-07-16T07:00:00Z
57430,2024-07-16,18,2024-07-16T07:30:00Z
57429,2024-07-16,19,2024-07-16T08:00:00Z
57428,2024-07-16,20,2024-07-16T08:30:00Z
57427,2024-07-16,21,2024-07-16T09:00:00Z
57426,2024-07-16,22,2024-07-16T09:30:00Z
57425,2024-07-16,23,2024-07-16T10:00:00Z
57424,2024-07-16,24,2024-07-16T10:30:00Z
57423,2024-07-16,25,2024-07-16T11:00:00Z
57422,2024-07-16,26,2024-07-16T11:30:00Z
57421,2024-07-16,27,2024-07-16T12:00:00Z
57420,2024-07-16,28,2024-07-16T12:30:00Z
57419,2024-07-16,29,2024-07-16T13:00:00Z
57418,2024-07-16,30,2024-07-16T13:30:00Z
57417,2024-07-16,31,2024-07-16T14:00:00Z
57416,2024-07-16,32,2024-07-16T14:30:00Z
57415,2024-07-16,38,2024-07-16T17:30:00Z
57414,2024-07-16,39,2024-07-16T18:00:00Z
57413,2024-07-16,40,2024-07-16T18:30:00Z
57412,2024-07-16,41,2024-07-16T19:00:00Z
57411,2024-07-16,42,2024-07-16T19:30:00Z
57410,2024-07-16,45,2024-07-16T21:00:00Z
57409,2024-07-16,47,2024-07-16T22:00:00Z
57408,2024-07-16,48,2024-07-16T22:30:00Z
57407,2024-07-17,1,2024-07-16T23:00:00Z
57406,2024-07-17,2,2024-07-16T23:30:00Z
57405,2024-07-17,3,2024-07-17T00:00:00Z
57868,2024-07-17,3,2024-07-17T00:00:00Z
57867,2024-07-17,4,2024-07-17T00:30:00Z
57866,2024-07-17,5,2024-07-17T01:00:00Z
57865,2024-07-17,6,2024-07-17T01:30:00Z
57864,2024-07-17,7,2024-07-17T02:00:00Z
57863,2024-07-17,8,2024-07-17T02:30:00Z
57862,2024-07-17,9,2024-07-17T03:00:00Z
57861,2024-07-17,10,2024-07-17T03:30:00Z
57860,2024-07-17,11,2024-07-17T04:00:00Z
57859,2024-07-17,12,2024-07-17T04:30:00Z
57858,2024-07-17,18,2024-07-17T07:30:00Z
57857,2024-07-17,19,2024-07-17T08:00:00Z
57856,2024-07-17,20,2024-07-17T08:30:00Z
57855,2024-07-17,21,2024-07-17T09:00:00Z
57854,2024-07-17,23,2024-07-17T10:00:00Z
57853,2024-07-17,24,2024-07-17T10:30:00Z
57852,2024-07-17,25,2024-07-17T11:00:00Z
57851,2024-07-17,26,2024-07-17T11:30:00Z
57850,2024-07-17,27,2024-07-17T12:00:00Z
57849,2024-07-17,28,2024-07-17T12:30:00Z
57848,2024-07-17,29,2024-07-17T13:00:00Z
57847,2024-07-17,30,2024-07-17T13:30:00Z
57846,2024-07-17,31,2024-07-17T14:00:00Z
57845,2024-07-17,32,2024-07-17T14:30:00Z
57844,2024-07-17,35,2024-07-17T16:00:00Z
57843,2024-07-17,36,2024-07-17T16:30:00Z
57842,2024-07-17,37,2024-07-17T17:00:00Z
57841,2024-07-17,38,2024-07-17T17:30:00Z
57840,2024-07-17,39,2024-07-17T18:00:00Z
57839,2024-07-17,40,2024-07-17T18:30:00Z
57838,2024-07-17,41,2024-07-17T19:00:00Z
57837,2024-07-17,42,2024-07-17T19:30:00Z
57836,2024-07-17,43,2024-07-17T20:00:00Z
57835,2024-07-17,44,2024-07-17T20:30:00Z
57834,2024-07-17,45,2024-07-17T21:00:00Z
57833,2024-07-17,47,2024-07-17T22:00:00Z
57832,2024-07-17,48,2024-07-17T22:30:00Z
57831,2024-07-18,1,2024-07-17T23:00:00Z
57830,2024-07-18,2,2024-07-17T23:30:00Z
57829,2024-07-18,3,2024-07-18T00:00:00Z
57828,2024-07-18,4,2024-07-18T00:30:00Z
57827,2024-07-18,5,2024-07-18T01:00:00Z
57826,2024-07-18,6,2024-07-18T01:30:00Z
57825,2024-07-18,7,2024-07-18T02:00:00Z
57824,2024-07-18,8,2024-07-18T02:30:00Z
57823,2024-07-18,9,2024-07-18T03:00:00Z
57822,2024-07-18,10,2024-07-18T03:30:00Z
57821,2024-07-18,11,2024-07-18T04:00:00Z
57820,2024-07-18,12,2024-07-18T04:30:00Z
57819,2024-07-18,13,2024-07-18T05:00:00Z
57818,2024-07-18,14,2024-07-18T05:30:00Z
57817,2024-07-18,15,2024-07-18T06:00:00Z
57816,2024-07-18,16,2024-07-18T06:30:00Z
57815,2024-07-18,17,2024-07-18T07:00:00Z
57814,2024-07-18,18,2024-07-18T07:30:00Z
57813,2024-07-18,19,2024-07-18T08:00:00Z
57812,2024-07-18,20,2024-07-18T08:30:00Z
57811,2024-07-18,21,2024-07-18T09:00:00Z
57810,2024-07-18,23,2024-07-18T10:00:00Z
57809,2024-07-18,24,2024-07-18T10:30:00Z
57808,2024-07-18,25,2024-07-18T11:00:00Z
57807,2024-07-18,31,2024-07-18T14:00:00Z
57806,2024-07-18,32,2024-07-18T14:30:00Z
57805,2024-07-18,33,2024-07-18T15:00:00Z
57804,2024-07-18,35,2024-07-18T16:00:00Z
57803,2024-07-18,37,2024-07-18T17:00:00Z
57802,2024-07-18,38,2024-07-18T17:30:00Z
57801,2024-07-18,39,2024-07-18T18:00:00Z
57800,2024-07-18,40,2024-07-18T18:30:00Z
57799,2024-07-18,41,2024-07-18T19:00:00Z
57798,2024-07-18,42,2024-07-18T19:30:00Z
57797,2024-07-18,43,2024-07-18T20:00:00Z
57796,2024-07-18,44,2024-07-18T20:30:00Z
57795,2024-07-18,47,2024-07-18T22:00:00Z
57794,2024-07-18,48,2024-07-18T22:30:00Z
57793,2024-07-19,1,2024-07-18T23:00:00Z
57792,2024-07-19,2,2024-07-18T23:30:00Z
